JUGADOR,EQUIPO,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,ID
Jamal Cain,Orlando Magic,37,0,13.6,1.8,4.3,0.43,0.7,2.2,0.325,0.9,1.4,0.68,0.7,1.6,2.3,0.6,0.6,0.2,0.6,1.2,5.3,1631288
Jett Howard,Orlando Magic,60,0,11.7,1.6,4.4,0.374,0.9,3.1,0.296,0.3,0.4,0.696,0.3,0.8,1.2,0.7,0.2,0.2,0.6,1.1,4.5,1641724
Colin Castleton,Orlando Magic,10,0,4.6,0.2,1.0,0.2,0.0,0.4,0.0,1.0,1.1,0.909,0.3,0.6,0.9,0.0,0.1,0.1,0.1,0.6,1.4,1630658
Colin Castleton,Orlando Magic,5,0,19.6,2.4,4.8,0.5,0.0,0.8,0.0,1.2,1.8,0.667,3.2,4.2,7.4,2.0,0.2,0.2,0.2,2.6,6.0,1630658
Colin Castleton,Orlando Magic,11,4,26.2,2.9,5.8,0.5,0.2,0.7,0.25,1.2,1.6,0.722,3.1,3.8,6.9,1.6,0.5,0.7,1.9,2.9,7.2,1630658
Colin Castleton,Orlando Magic,26,4,16.6,1.8,3.8,0.469,0.1,0.6,0.125,1.1,1.5,0.763,2.0,2.7,4.7,1.1,0.3,0.4,0.9,2.0,4.7,1630658
Moritz Wagner,Orlando Magic,30,1,18.8,4.7,8.3,0.562,0.9,2.5,0.36,2.6,3.7,0.718,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8,12.9,1629021
Franz Wagner,Orlando Magic,60,60,33.7,9.0,19.4,0.463,1.7,5.9,0.295,4.5,5.2,0.871,0.9,4.8,5.7,4.7,1.3,0.4,2.3,2.5,24.2,1630532
Tristan da Silva,Orlando Magic,74,38,22.0,2.7,6.5,0.412,1.1,3.2,0.335,0.7,0.9,0.873,1.0,2.3,3.3,1.5,0.4,0.2,0.8,1.3,7.2,1641783
Wendell Carter Jr.,Orlando Magic,68,51,25.9,3.3,7.2,0.46,0.5,2.3,0.234,1.9,2.6,0.737,2.2,5.0,7.2,2.0,0.8,0.6,1.1,2.9,9.1,1628976
Goga Bitadze,Orlando Magic,70,42,20.4,3.0,4.8,0.611,0.0,0.4,0.107,1.2,1.9,0.639,2.4,4.2,6.6,2.0,0.7,1.4,1.0,2.1,7.2,1629048
Tyrese Haliburton,Indiana Pacers,73,73,33.6,6.5,13.8,0.473,3.0,7.7,0.388,2.6,3.0,0.851,0.6,3.0,3.5,9.2,1.4,0.7,1.6,1.3,18.6,1630169
Bennedict Mathurin,Indiana Pacers,72,49,29.8,5.4,11.8,0.458,1.4,4.0,0.34,3.8,4.6,0.831,1.2,4.1,5.3,1.9,0.7,0.3,1.9,2.3,16.1,1631097
Obi Toppin,Indiana Pacers,79,4,19.6,4.0,7.6,0.529,1.4,3.8,0.365,1.1,1.4,0.781,0.7,3.3,4.0,1.6,0.6,0.4,0.9,1.4,10.5,1630167
Andrew Nembhard,Indiana Pacers,65,65,28.9,3.8,8.3,0.458,0.8,2.7,0.291,1.7,2.1,0.794,0.5,2.8,3.3,5.0,1.2,0.2,1.7,2.3,10.0,1629614
Jarace Walker,Indiana Pacers,75,5,15.8,2.3,4.8,0.472,1.0,2.5,0.405,0.6,0.9,0.667,0.3,2.7,3.1,1.5,0.7,0.3,1.0,1.5,6.1,1641716
T.J. McConnell,Indiana Pacers,79,1,17.9,4.1,7.9,0.519,0.2,0.6,0.306,0.7,1.0,0.74,0.6,1.9,2.4,4.4,1.1,0.3,1.4,1.0,9.1,204456
RayJ Dennis,Indiana Pacers,11,0,6.4,1.0,3.0,0.333,0.5,1.9,0.286,0.2,0.2,1.0,0.2,0.9,1.1,1.3,0.6,0.2,0.5,0.6,2.7,1642484
Johnny Furphy,Indiana Pacers,50,0,7.6,0.7,1.8,0.38,0.3,1.0,0.3,0.4,0.4,0.818,0.5,1.0,1.4,0.4,0.4,0.2,0.2,0.8,2.1,1642277
Tony Bradley,Indiana Pacers,14,0,8.1,2.1,3.2,0.644,0.1,0.2,0.333,0.1,0.4,0.333,1.3,1.7,3.0,0.4,0.1,0.6,0.4,0.8,4.4,1628396
Isaiah Jackson,Indiana Pacers,5,1,16.8,2.8,4.6,0.609,0.0,0.0,0.0,1.4,2.8,0.5,2.2,3.4,5.6,1.0,0.6,1.6,1.0,2.8,7.0,1630543
Aaron Nesmith,Indiana Pacers,45,37,24.9,4.3,8.4,0.507,1.9,4.3,0.431,1.6,1.8,0.912,0.8,3.1,4.0,1.2,0.8,0.4,0.8,2.5,12.0,1630174
Garrison Mathews,Indiana Pacers,47,2,17.7,2.2,5.5,0.397,1.8,4.6,0.39,1.4,1.7,0.821,0.3,1.6,1.9,1.3,0.6,0.3,0.7,1.7,7.5,1629726
Jeremiah Robinson-Earl,Indiana Pacers,66,9,18.8,2.4,5.3,0.455,0.8,2.5,0.341,0.7,0.8,0.836,1.7,3.1,4.8,1.3,0.6,0.1,0.8,1.2,6.3,1630526
Ben Sheppard,Indiana Pacers,63,9,19.5,1.9,4.6,0.418,1.1,3.2,0.342,0.4,0.4,0.889,0.7,2.1,2.8,1.3,0.6,0.2,0.3,2.0,5.3,1641767
Quenton Jackson,Indiana Pacers,28,7,13.6,2.1,4.4,0.475,0.5,1.4,0.375,1.1,1.4,0.775,0.5,1.1,1.6,1.9,0.8,0.2,0.6,1.5,5.8,1631245
Jay Huff,Indiana Pacers,64,2,11.7,2.5,4.8,0.515,1.3,3.1,0.405,0.7,0.9,0.786,0.5,1.5,2.0,0.6,0.3,0.9,0.5,1.2,6.9,1630643
Pascal Siakam,Indiana Pacers,78,78,32.7,7.9,15.2,0.519,1.6,4.2,0.389,2.9,3.9,0.734,1.7,5.2,6.9,3.4,0.9,0.5,1.4,2.4,20.2,1627783
Tyrese Maxey,Philadelphia 76ers,52,52,37.7,9.2,21.0,0.437,3.1,9.2,0.337,4.9,5.6,0.879,0.3,3.1,3.3,6.1,1.8,0.4,2.4,2.2,26.3,1630178
Andre Drummond,Philadelphia 76ers,40,23,18.8,2.9,5.9,0.5,0.1,0.5,0.15,1.4,2.3,0.622,2.7,5.0,7.8,0.9,1.0,0.5,1.4,2.4,7.3,203083
Quentin Grimes,Philadelphia 76ers,47,12,22.8,3.6,7.8,0.463,1.7,4.3,0.398,1.3,1.7,0.765,0.6,3.2,3.8,2.1,0.7,0.2,1.3,1.7,10.2,1629656
Quentin Grimes,Philadelphia 76ers,28,25,33.7,7.7,16.4,0.469,2.9,7.9,0.373,3.6,4.8,0.752,1.0,4.1,5.2,4.5,1.5,0.4,2.9,2.1,21.9,1629656
Quentin Grimes,Philadelphia 76ers,75,37,26.8,5.1,11.0,0.467,2.2,5.6,0.385,2.2,2.9,0.757,0.8,3.5,4.3,3.0,1.0,0.3,1.9,1.8,14.6,1629656
Kyle Lowry,Philadelphia 76ers,35,12,18.8,1.2,3.3,0.35,0.8,2.5,0.33,0.8,0.9,0.818,0.3,1.6,1.9,2.7,0.9,0.3,0.6,1.8,3.9,200768
Paul George,Philadelphia 76ers,41,41,32.5,6.0,13.9,0.43,2.3,6.5,0.358,1.9,2.4,0.814,0.6,4.8,5.3,4.3,1.8,0.5,2.6,2.5,16.2,202331
Kelly Oubre Jr.,Philadelphia 76ers,60,57,34.6,5.8,12.4,0.47,1.2,4.0,0.293,2.3,3.1,0.751,1.6,4.5,6.1,1.8,1.5,0.5,1.3,3.0,15.1,1626162
Justin Edwards,Philadelphia 76ers,44,26,26.3,3.9,8.6,0.455,1.6,4.3,0.363,0.7,1.0,0.696,1.0,2.3,3.4,1.6,1.0,0.4,1.1,2.2,10.1,1642348
Trendon Watford,Philadelphia 76ers,44,6,20.8,3.7,8.0,0.469,0.7,2.0,0.33,2.1,2.8,0.762,0.8,2.8,3.6,2.6,0.6,0.3,1.9,2.2,10.2,1630570
Jared McCain,Philadelphia 76ers,23,8,25.7,5.5,11.9,0.46,2.2,5.8,0.383,2.1,2.4,0.875,0.6,1.9,2.4,2.6,0.7,0.0,1.6,1.6,15.3,1642272
Joel Embiid,Philadelphia 76ers,19,19,30.2,7.4,16.6,0.444,1.2,4.1,0.299,7.8,8.9,0.882,1.9,6.3,8.2,4.5,0.7,0.9,3.3,2.2,23.8,203954
Eric Gordon,Philadelphia 76ers,39,13,19.7,2.2,5.2,0.426,1.4,3.5,0.409,0.9,1.2,0.75,0.2,1.0,1.2,1.7,0.7,0.3,0.7,0.8,6.8,201569
Dominick Barlow,Philadelphia 76ers,35,4,10.7,1.7,3.2,0.531,0.2,0.8,0.259,0.6,0.9,0.636,1.0,1.4,2.4,0.5,0.3,0.5,0.1,1.3,4.2,1631230
Adem Bona,Philadelphia 76ers,58,11,15.6,2.3,3.3,0.703,0.0,0.0,0.0,1.2,1.7,0.67,1.6,2.6,4.2,0.5,0.4,1.2,1.1,2.2,5.8,1641737
Jabari Walker,Philadelphia 76ers,60,1,12.5,2.0,3.8,0.515,0.5,1.2,0.389,0.8,1.2,0.69,1.0,2.5,3.5,0.6,0.6,0.1,0.6,1.5,5.2,1631133
Royce O'Neale,Phoenix Suns,75,22,24.5,3.2,7.6,0.423,2.4,5.9,0.406,0.3,0.3,0.731,0.7,3.9,4.7,2.2,0.9,0.4,0.9,2.0,9.1,1626220
Ryan Dunn,Phoenix Suns,74,44,19.1,2.8,6.4,0.43,1.1,3.6,0.311,0.3,0.5,0.487,1.2,2.4,3.6,0.8,0.6,0.5,0.5,2.2,6.9,1642346
Devin Booker,Phoenix Suns,75,75,37.3,8.7,18.9,0.461,2.4,7.3,0.332,5.8,6.4,0.894,1.0,3.1,4.1,7.1,0.9,0.2,2.9,2.6,25.6,1626164
Nick Richards,Phoenix Suns,21,9,21.0,3.0,5.4,0.561,0.0,0.0,0.0,2.8,4.1,0.678,2.4,5.1,7.5,1.3,0.3,1.2,1.6,2.3,8.9,1630208
Nick Richards,Phoenix Suns,36,34,22.7,3.9,6.5,0.605,0.0,0.0,0.0,1.7,2.0,0.822,2.7,5.9,8.6,0.6,0.2,0.8,1.3,2.6,9.5,1630208
Nick Richards,Phoenix Suns,57,43,22.0,3.6,6.1,0.591,0.0,0.0,0.0,2.1,2.8,0.744,2.6,5.6,8.2,0.9,0.2,1.0,1.4,2.5,9.3,1630208
Dillon Brooks,Phoenix Suns,75,75,31.8,5.1,11.9,0.429,2.5,6.3,0.397,1.3,1.6,0.818,1.0,2.7,3.7,1.7,0.8,0.2,1.0,3.2,14.0,1628415
Jalen Green,Phoenix Suns,82,82,32.9,7.4,17.5,0.423,2.9,8.1,0.354,3.3,4.1,0.813,0.5,4.0,4.6,3.4,0.9,0.3,2.5,1.5,21.0,1630224
Grayson Allen,Phoenix Suns,64,7,24.1,3.4,7.6,0.448,2.3,5.5,0.426,1.5,1.8,0.816,0.5,2.5,3.0,2.1,0.8,0.3,1.2,1.5,10.6,1628960
Oso Ighodaro,Phoenix Suns,61,6,17.1,1.9,3.1,0.604,0.0,0.0,0.0,0.5,0.8,0.58,1.1,2.6,3.6,1.2,0.5,0.5,0.6,1.7,4.2,1642345
Collin Gillespie,Phoenix Suns,33,9,14.0,2.1,4.8,0.43,1.2,2.7,0.433,0.6,0.7,0.864,0.7,1.7,2.4,2.4,0.6,0.2,0.5,0.9,5.9,1631221
Mark Williams,Phoenix Suns,44,41,26.6,6.1,10.2,0.604,0.0,0.1,0.0,3.0,3.7,0.804,3.0,7.2,10.2,2.5,0.7,1.2,1.6,2.4,15.3,1631109
Jamaree Bouyea,Phoenix Suns,5,1,12.4,1.2,2.4,0.5,0.2,1.0,0.2,0.8,1.2,0.667,0.2,0.8,1.0,2.0,0.8,0.4,1.6,0.4,3.4,1631123
Jordan Goodwin,Phoenix Suns,29,5,18.7,2.2,5.0,0.438,0.9,2.3,0.382,0.3,0.4,0.818,1.3,2.6,3.9,1.4,1.0,0.4,0.9,1.5,5.6,1630692
Damian Lillard,Portland Trail Blazers,58,58,36.1,7.7,17.1,0.448,3.4,9.0,0.376,6.2,6.8,0.921,0.5,4.2,4.7,7.1,1.2,0.2,2.8,1.7,24.9,203081
Scoot Henderson,Portland Trail Blazers,66,10,26.7,4.3,10.4,0.419,1.6,4.5,0.354,2.4,3.1,0.767,0.8,2.2,3.0,5.1,1.0,0.2,2.7,2.7,12.7,1630703
Blake Wesley,Portland Trail Blazers,58,0,11.8,1.4,3.2,0.435,0.3,1.0,0.293,0.7,1.1,0.623,0.3,0.8,1.1,2.0,0.6,0.1,0.9,0.8,3.7,1631104
Matisse Thybulle,Portland Trail Blazers,15,5,20.8,2.8,5.9,0.477,1.4,3.2,0.438,0.5,1.0,0.467,0.9,2.5,3.5,1.9,2.2,0.6,0.9,0.9,7.5,1629680
Jrue Holiday,Portland Trail Blazers,62,62,30.6,4.1,9.2,0.443,1.7,4.9,0.353,1.1,1.2,0.909,1.2,3.0,4.3,3.9,1.1,0.4,1.2,1.6,11.1,201950
Deni Avdija,Portland Trail Blazers,72,54,30.0,5.6,11.7,0.476,1.7,4.8,0.365,4.0,5.2,0.78,1.5,5.7,7.3,3.9,1.0,0.5,2.7,2.4,16.9,1630166
Jerami Grant,Portland Trail Blazers,47,47,32.4,4.6,12.2,0.373,2.3,6.3,0.365,3.0,3.5,0.849,0.6,2.9,3.5,2.1,0.9,1.0,1.4,2.3,14.4,203924
Shaedon Sharpe,Portland Trail Blazers,72,52,31.3,6.9,15.3,0.452,2.0,6.6,0.311,2.6,3.4,0.785,0.9,3.6,4.5,2.8,0.9,0.2,2.1,1.7,18.5,1631101
Rayan Rupert,Portland Trail Blazers,52,0,8.8,1.1,2.7,0.408,0.3,1.1,0.271,0.4,0.6,0.767,0.5,0.8,1.3,0.5,0.3,0.1,0.6,0.7,3.0,1641712
Donovan Clingan,Portland Trail Blazers,67,37,19.8,2.7,5.0,0.539,0.2,0.7,0.286,0.9,1.6,0.596,3.2,4.6,7.9,1.1,0.5,1.6,1.1,2.8,6.5,1642270
Kris Murray,Portland Trail Blazers,69,6,15.1,1.7,4.0,0.419,0.4,1.7,0.225,0.4,0.8,0.456,1.1,1.5,2.6,1.0,0.5,0.2,0.6,1.0,4.2,1631200
Duop Reath,Portland Trail Blazers,46,0,10.2,1.5,3.6,0.422,0.7,2.3,0.321,0.4,0.5,0.909,1.0,1.0,2.0,0.6,0.3,0.3,0.3,0.9,4.2,1641871
Toumani Camara,Portland Trail Blazers,78,78,32.7,4.2,9.2,0.458,1.7,4.6,0.375,1.2,1.6,0.722,2.2,3.6,5.8,2.2,1.5,0.6,1.4,2.9,11.3,1641739
Robert Williams III,Portland Trail Blazers,20,3,17.6,2.5,3.9,0.641,0.1,0.2,0.333,0.8,0.9,0.882,1.8,4.2,5.9,1.1,0.7,1.7,0.9,1.6,5.8,1629057
Sidy Cissoko,Portland Trail Blazers,17,0,3.2,0.5,1.1,0.5,0.2,0.4,0.429,0.1,0.4,0.167,0.2,0.4,0.6,0.4,0.1,0.0,0.1,0.4,1.3,1631321
Sidy Cissoko,Portland Trail Blazers,5,0,12.0,0.8,2.4,0.333,0.0,1.2,0.0,0.4,0.6,0.667,1.0,1.2,2.2,1.8,0.2,0.2,1.8,0.8,2.0,1631321
Sidy Cissoko,Portland Trail Blazers,22,0,5.2,0.6,1.4,0.433,0.1,0.6,0.231,0.1,0.4,0.333,0.4,0.6,1.0,0.7,0.1,0.0,0.5,0.5,1.5,1631321
Malik Monk,Sacramento Kings,65,45,31.6,6.3,14.4,0.439,2.1,6.6,0.325,2.4,2.7,0.865,0.5,3.3,3.8,5.6,0.9,0.6,2.4,2.4,17.2,1628370
Doug McDermott,Sacramento Kings,42,3,8.1,1.2,2.8,0.427,1.0,2.4,0.436,0.1,0.1,0.6,0.1,0.5,0.5,0.2,0.1,0.0,0.1,0.7,3.5,203926
Zach LaVine,Sacramento Kings,42,42,34.1,8.6,16.9,0.511,3.2,7.3,0.446,3.5,4.3,0.797,0.3,4.5,4.8,4.5,0.9,0.2,2.9,1.5,24.0,203897
Zach LaVine,Sacramento Kings,32,32,36.6,8.2,16.0,0.511,3.2,7.2,0.446,2.8,3.2,0.874,0.3,3.2,3.5,3.8,0.6,0.1,2.7,1.8,22.4,203897
Zach LaVine,Sacramento Kings,74,74,35.2,8.4,16.5,0.511,3.2,7.2,0.446,3.2,3.9,0.825,0.3,4.0,4.3,4.2,0.8,0.2,2.8,1.6,23.3,203897
Precious Achiuwa,Sacramento Kings,57,10,20.5,2.9,5.7,0.502,0.2,0.6,0.278,0.7,1.2,0.594,1.8,3.8,5.6,1.0,0.8,0.7,0.8,1.4,6.6,1630173
DeMar DeRozan,Sacramento Kings,77,77,35.9,8.1,17.0,0.477,1.1,3.3,0.328,4.9,5.7,0.857,0.6,3.2,3.9,4.4,0.8,0.4,1.4,1.9,22.2,201942
Domantas Sabonis,Sacramento Kings,70,70,34.7,7.5,12.8,0.59,0.9,2.2,0.417,3.1,4.1,0.754,3.8,10.1,13.9,6.0,0.7,0.4,2.9,3.3,19.1,1627734
Keegan Murray,Sacramento Kings,76,76,34.3,4.8,10.8,0.444,2.0,5.9,0.343,0.8,0.9,0.833,1.9,4.8,6.7,1.4,0.8,0.9,0.8,2.4,12.4,1631099
Dennis Schröder,Sacramento Kings,23,23,33.6,6.4,14.1,0.452,2.5,6.5,0.387,3.1,3.5,0.889,0.2,2.8,3.0,6.6,1.1,0.2,2.6,2.4,18.4,203471
Dennis Schröder,Sacramento Kings,24,18,26.2,3.9,10.5,0.375,1.5,4.8,0.322,1.2,1.6,0.744,0.4,1.9,2.3,4.4,1.0,0.1,2.0,2.8,10.6,203471
Dennis Schröder,Sacramento Kings,28,8,25.2,3.4,9.0,0.378,1.1,3.8,0.302,2.9,3.4,0.833,0.5,2.2,2.6,5.3,0.5,0.2,1.3,2.0,10.8,203471
Dennis Schröder,Sacramento Kings,75,49,28.1,4.5,11.0,0.406,1.7,4.9,0.342,2.4,2.9,0.838,0.4,2.3,2.6,5.4,0.9,0.2,1.9,2.4,13.1,203471
Russell Westbrook,Sacramento Kings,75,36,27.9,5.0,11.1,0.449,1.3,3.9,0.323,2.1,3.1,0.661,1.4,3.6,4.9,6.1,1.4,0.5,3.2,2.5,13.3,201566
Drew Eubanks,Sacramento Kings,37,4,15.4,2.4,3.9,0.607,0.1,0.1,0.6,1.0,1.5,0.632,1.1,3.5,4.5,1.2,0.3,0.9,0.8,1.2,5.8,1629234
Drew Eubanks,Sacramento Kings,24,0,7.4,1.1,2.0,0.551,0.0,0.0,0.0,0.5,0.6,0.786,0.8,1.6,2.4,0.4,0.1,0.3,0.4,0.7,2.7,1629234
Drew Eubanks,Sacramento Kings,61,4,12.2,1.9,3.2,0.593,0.0,0.1,0.5,0.8,1.2,0.662,1.0,2.7,3.7,0.9,0.2,0.6,0.7,1.0,4.6,1629234
Dario Šarić,Sacramento Kings,16,4,13.1,1.3,3.6,0.362,0.4,1.6,0.269,0.4,0.6,0.7,0.9,2.3,3.1,1.4,0.4,0.1,0.9,1.2,3.5,203967
Devin Carter,Sacramento Kings,36,0,11.0,1.3,3.5,0.37,0.5,1.7,0.295,0.7,1.2,0.591,0.5,1.6,2.1,1.1,0.6,0.1,0.5,1.1,3.8,1642269
Keon Ellis,Sacramento Kings,80,28,24.4,2.8,5.8,0.489,1.7,4.0,0.433,0.9,1.1,0.849,0.8,1.9,2.7,1.5,1.5,0.8,0.9,2.2,8.3,1631165
Isaiah Stevens,Sacramento Kings,3,0,2.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.3,0.0,0.0,0.0,0.0,1641815
Daeqwon Plowden,Sacramento Kings,6,0,12.0,2.7,4.2,0.64,1.5,2.8,0.529,0.3,0.3,1.0,0.7,1.2,1.8,0.3,0.0,0.0,0.7,1.7,7.2,1631342
Jordan McLaughlin,San Antonio Spurs,28,0,6.8,0.6,1.6,0.364,0.4,0.9,0.385,0.4,0.6,0.688,0.1,0.6,0.8,0.9,0.4,0.0,0.4,0.5,1.9,1629162
Jordan McLaughlin,San Antonio Spurs,18,0,6.9,0.8,1.6,0.536,0.5,1.1,0.45,0.3,0.3,1.0,0.1,0.4,0.5,1.5,0.3,0.1,0.3,0.3,2.5,1629162
Jordan McLaughlin,San Antonio Spurs,46,0,6.8,0.7,1.6,0.431,0.4,1.0,0.413,0.4,0.5,0.773,0.1,0.5,0.7,1.1,0.3,0.0,0.3,0.4,2.1,1629162
Victor Wembanyama,San Antonio Spurs,46,46,33.2,8.9,18.6,0.476,3.1,8.8,0.352,3.4,4.1,0.836,1.8,9.2,11.0,3.7,1.1,3.8,3.2,2.3,24.3,1641705
Keldon Johnson,San Antonio Spurs,77,0,23.9,4.8,10.0,0.482,1.1,3.6,0.318,1.9,2.5,0.773,1.5,3.4,4.8,1.6,0.6,0.3,1.0,1.5,12.7,1629640
De'Aaron Fox,San Antonio Spurs,45,45,37.0,9.2,19.6,0.469,2.0,6.4,0.322,4.5,5.5,0.829,1.0,4.0,5.0,6.1,1.5,0.4,3.0,2.6,25.0,1628368
De'Aaron Fox,San Antonio Spurs,17,17,34.0,7.4,16.5,0.446,1.5,5.6,0.274,3.5,4.2,0.819,0.5,3.8,4.3,6.8,1.5,0.3,2.4,2.7,19.7,1628368
De'Aaron Fox,San Antonio Spurs,62,62,36.1,8.7,18.8,0.463,1.9,6.1,0.31,4.2,5.1,0.827,0.9,3.9,4.8,6.3,1.5,0.4,2.8,2.6,23.5,1628368
Stephon Castle,San Antonio Spurs,81,47,26.7,5.2,12.2,0.428,1.2,4.1,0.285,3.1,4.2,0.724,1.1,2.6,3.7,4.1,0.9,0.3,2.2,2.0,14.7,1642264
Luke Kornet,San Antonio Spurs,73,16,18.6,2.6,3.8,0.668,0.0,0.0,0.0,0.9,1.3,0.691,2.6,2.7,5.3,1.6,0.5,1.0,0.4,1.6,6.0,1628436
Kelly Olynyk,San Antonio Spurs,24,2,16.0,2.5,4.9,0.5,0.8,1.8,0.442,1.4,1.8,0.791,1.0,2.7,3.7,2.3,0.7,0.3,1.5,2.5,7.1,203482
Kelly Olynyk,San Antonio Spurs,20,20,25.4,3.8,7.5,0.5,0.7,1.8,0.389,2.5,3.3,0.754,1.9,4.0,5.9,3.6,0.9,0.6,2.1,3.2,10.7,203482
Kelly Olynyk,San Antonio Spurs,44,22,20.3,3.0,6.1,0.5,0.8,1.8,0.418,1.9,2.5,0.769,1.4,3.3,4.7,2.9,0.8,0.4,1.7,2.8,8.7,203482
Jeremy Sochan,San Antonio Spurs,54,23,25.3,4.6,8.7,0.535,0.5,1.7,0.308,1.6,2.3,0.696,2.4,4.2,6.5,2.4,0.8,0.5,1.6,2.4,11.4,1631110
Bismack Biyombo,San Antonio Spurs,28,26,18.9,2.4,4.1,0.588,0.0,0.0,0.0,0.4,0.9,0.4,1.5,4.1,5.6,1.1,0.6,0.8,1.0,1.9,5.1,202687
Devin Vassell,San Antonio Spurs,64,53,31.0,6.2,13.9,0.443,2.5,6.7,0.368,1.5,1.9,0.792,0.5,3.5,4.0,2.9,1.3,0.5,1.4,1.7,16.3,1630170
Riley Minix,San Antonio Spurs,1,0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1642434
Julian Champagnie,San Antonio Spurs,82,29,23.6,3.4,8.1,0.415,2.2,5.9,0.371,1.0,1.1,0.904,0.8,3.1,3.9,1.4,0.7,0.4,0.9,1.4,9.9,1630577
Harrison Barnes,San Antonio Spurs,82,82,27.2,4.2,8.3,0.508,1.9,4.4,0.433,2.0,2.4,0.809,1.2,2.6,3.8,1.7,0.5,0.2,0.6,0.9,12.3,203084
Lindy Waters III,San Antonio Spurs,38,9,17.2,2.0,5.4,0.371,1.3,3.9,0.331,0.2,0.3,0.727,0.4,2.1,2.5,1.1,0.6,0.3,0.4,1.4,5.5,1630322
Lindy Waters III,San Antonio Spurs,14,0,8.8,1.1,3.1,0.364,1.1,2.7,0.395,0.0,0.0,0.0,0.3,0.7,1.0,0.7,0.4,0.1,0.2,0.5,3.4,1630322
Lindy Waters III,San Antonio Spurs,52,9,15.0,1.8,4.8,0.369,1.2,3.6,0.344,0.2,0.2,0.727,0.4,1.7,2.1,1.0,0.5,0.2,0.4,1.2,4.9,1630322
Harrison Ingram,San Antonio Spurs,5,0,7.0,0.4,0.8,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.4,1.4,1.8,0.6,0.6,0.0,0.2,0.4,0.8,1631127
Shai Gilgeous-Alexander,Oklahoma City Thunder,76,76,34.2,11.3,21.8,0.519,2.1,5.7,0.375,7.9,8.8,0.898,0.9,4.1,5.0,6.4,1.7,1.0,2.4,2.2,32.7,1628983
Luguentz Dort,Oklahoma City Thunder,71,71,29.2,3.6,8.4,0.435,2.4,5.8,0.412,0.5,0.6,0.717,1.3,2.9,4.1,1.6,1.1,0.5,0.7,2.9,10.1,1629652
Jaylin Williams,Oklahoma City Thunder,47,9,16.7,2.1,4.7,0.439,1.3,3.3,0.399,0.5,0.6,0.767,1.0,4.6,5.6,2.6,0.5,0.6,0.7,1.7,5.9,1631119
Chet Holmgren,Oklahoma City Thunder,32,32,27.4,5.2,10.7,0.49,1.4,3.6,0.379,3.2,4.2,0.754,1.5,6.5,8.0,2.0,0.7,2.2,1.8,2.3,15.0,1631096
Jalen Williams,Oklahoma City Thunder,69,69,32.4,8.2,16.9,0.484,1.8,4.9,0.365,3.4,4.3,0.789,0.9,4.5,5.3,5.1,1.6,0.7,2.2,2.3,21.6,1631114
Alex Caruso,Oklahoma City Thunder,54,3,19.3,2.6,5.8,0.446,1.1,3.1,0.353,0.8,0.9,0.824,0.7,2.2,2.9,2.5,1.6,0.6,0.7,1.9,7.1,1627936
Isaiah Joe,Oklahoma City Thunder,74,16,21.7,3.5,7.9,0.44,2.6,6.3,0.412,0.6,0.8,0.821,0.6,2.1,2.6,1.6,0.6,0.1,0.5,1.5,10.2,1630198
Ousmane Dieng,Oklahoma City Thunder,37,1,10.9,1.5,3.4,0.432,0.6,1.9,0.324,0.3,0.4,0.688,0.5,1.7,2.2,0.8,0.5,0.2,0.5,0.9,3.8,1631172
Branden Carlson,Oklahoma City Thunder,32,0,7.7,1.3,3.0,0.443,0.7,2.1,0.333,0.4,0.6,0.778,0.5,1.2,1.7,0.4,0.2,0.7,0.2,0.7,3.8,1642382
Aaron Wiggins,Oklahoma City Thunder,76,26,22.9,4.7,9.6,0.488,1.7,4.5,0.383,1.0,1.2,0.831,1.1,2.8,3.9,1.8,0.8,0.2,0.9,1.3,12.0,1630598
Cason Wallace,Oklahoma City Thunder,68,43,27.6,3.4,7.2,0.474,1.1,3.1,0.356,0.4,0.5,0.811,1.0,2.3,3.4,2.5,1.8,0.5,0.9,2.1,8.4,1641717
Ajay Mitchell,Oklahoma City Thunder,36,1,16.6,2.5,5.1,0.495,0.6,1.7,0.383,0.8,1.0,0.829,0.5,1.4,1.9,1.8,0.7,0.1,0.8,1.9,6.5,1642349
Kenrich Williams,Oklahoma City Thunder,69,7,16.4,2.5,5.1,0.483,1.0,2.5,0.386,0.4,0.6,0.718,0.9,2.6,3.5,1.4,0.6,0.1,0.6,1.6,6.3,1629026
Isaiah Hartenstein,Oklahoma City Thunder,57,53,27.9,4.9,8.4,0.581,0.0,0.3,0.0,1.4,2.1,0.675,2.9,7.9,10.7,3.8,0.8,1.1,1.7,3.0,11.2,1628392
A.J. Lawson,Toronto Raptors,26,2,18.7,3.1,7.3,0.421,1.3,3.9,0.327,1.7,2.4,0.683,0.8,2.5,3.3,1.2,0.5,0.2,0.6,1.7,9.1,1630639
